graph_type,node,degree,in_degree,out_degree,betweenness,eigenvector,community
hashtags,hashtag:animalorasset,18.0,,,1.4524830263913287e-05,0.0035707732047226375,5
hashtags,hashtag:anonymousforthevoiceless,7.0,,,3.2070119820381673e-07,0.0024365150820698377,7
hashtags,hashtag:ansiedad,25.0,,,0.0,0.012079522828123652,2
hashtags,hashtag:ansiedadcontrolada,5.0,,,0.0,0.0027353771981339153,0
hashtags,hashtag:ansiedade,7.0,,,0.0,0.0026551752456634354,2
hashtags,hashtag:ansiedadensilencio,19.0,,,0.0,0.0035953798256476025,0
hashtags,hashtag:ansiedades,10.0,,,0.0,0.002422610524477237,2
hashtags,hashtag:ansiedadhombres,9.0,,,1.738360319158642e-05,0.0034975855600594768,2
hashtags,hashtag:ansiedadrelacional,10.0,,,0.0,0.0031026035748864807,2
hashtags,hashtag:ansiedadsocial,27.0,,,5.658158559021243e-05,0.005907066949104446,0
hashtags,hashtag:antecesoras,13.0,,,0.0,0.006524945572132704,1
hashtags,hashtag:antiage,4.0,,,0.0,0.00040095851077941457,6
hashtags,hashtag:antibetas,31.0,,,8.708458837391047e-08,0.04035210686189633,1
hashtags,hashtag:anticonceptivos,14.0,,,0.0,0.018307875410866627,1
hashtags,hashtag:antifeminazi,12.0,,,0.0,0.004090898829666081,1
hashtags,hashtag:antifeminism,44.0,,,0.00030326606359816873,0.03003825134397291,1
hashtags,hashtag:antifeminismo,238.0,,,0.03279191274553196,0.04984208622516425,1
hashtags,hashtag:antifeminismobr,2.0,,,0.0,0.0007210884883510526,1
hashtags,hashtag:antifeminista,19.0,,,0.00033113644948216963,0.006850072364615646,1
hashtags,hashtag:antifraud,3.0,,,0.0,3.386525887699783e-05,8
hashtags,hashtag:antiguagrecia,3.0,,,0.0,0.0010862646144982051,3
hashtags,hashtag:antiilluminati,4.0,,,0.0,0.0031979408302734423,2
hashtags,hashtag:antilgbt,4.0,,,0.0,0.0007425743389739816,60
hashtags,hashtag:antiotaorio,4.0,,,0.0,0.0024634398565561355,2
hashtags,hashtag:antiotario,4.0,,,0.0,0.0024634398565561355,2
hashtags,hashtag:antipatriarcado,14.0,,,0.0,0.0019052939707934083,27
hashtags,hashtag:antiprogre,5.0,,,0.0,0.0008264981812978617,7
hashtags,hashtag:antisistema,5.0,,,1.114248897328914e-05,0.003212432995967324,2
hashtags,hashtag:antiwoke,11.0,,,0.0001701216295655724,0.005633067702170194,7
hashtags,hashtag:antropologia,4.0,,,0.0,0.00110244835934339,3
hashtags,hashtag:ao,6.0,,,0.0,0.0011417989853095224,3
hashtags,hashtag:apelacion,16.0,,,4.751128862278766e-09,0.0006174723871294468,4
hashtags,hashtag:apoio,11.0,,,0.0,0.001485626643091797,3
hashtags,hashtag:apostlepaul,10.0,,,0.0,0.0025579670246815064,7
hashtags,hashtag:apoyo,7.0,,,1.3570510563987647e-06,0.004308982767975717,1
hashtags,hashtag:apoyoentrehombres,3.0,,,0.0,0.0007706540373006452,2
hashtags,hashtag:apoyomutuo,29.0,,,0.0,0.014871641971113308,0
hashtags,hashtag:apoyoonline,28.0,,,0.0,0.00610954442222753,2
hashtags,hashtag:apoyopsicologico,28.0,,,0.0,0.00610954442222753,2
hashtags,hashtag:appelaudax,4.0,,,0.0,0.0005560661124059377,4
hashtags,hashtag:apple,4.0,,,0.0,0.001175780482457537,61
hashtags,hashtag:aprende,12.0,,,0.0,0.0010833842559587544,0
hashtags,hashtag:aprendesiempre,8.0,,,0.0,0.002809326105896497,0
hashtags,hashtag:aprendizajeconstante,15.0,,,0.0,0.009231185029280796,0
hashtags,hashtag:aprovadonoteste,5.0,,,0.0,0.0004842451019978793,2
hashtags,hashtag:aqu,25.0,,,0.0,0.012079522828123652,2
hashtags,hashtag:aquarius,4.0,,,0.0,0.001175780482457537,61
hashtags,hashtag:aquiyahora,25.0,,,0.0,0.012079522828123652,2
hashtags,hashtag:aragon,4.0,,,0.0,0.0019651856648359605,1
hashtags,hashtag:archivofiscal,4.0,,,0.0,0.0005492714409651924,4
hashtags,hashtag:argentina,51.0,,,0.002067957208428981,0.01854866308465032,1
hashtags,hashtag:armon,18.0,,,0.0,0.004136009932878651,2
hashtags,hashtag:aromadecampe,14.0,,,0.0,0.0006489787209430508,12
hashtags,hashtag:aromadeleyenda,15.0,,,0.0,0.0005768915918664897,12
hashtags,hashtag:aromadetriunfo,15.0,,,0.0,0.0005768915918664897,12
hashtags,hashtag:aromadevictoria,14.0,,,0.0,0.0006489787209430508,12
hashtags,hashtag:aromainolvidable,9.0,,,0.0,0.00019519176001668058,13
hashtags,hashtag:arquetipos,4.0,,,0.0,0.002245822028164141,0
hashtags,hashtag:arquitecruraydise,4.0,,,0.0,0.00014337824123401982,0
hashtags,hashtag:arquitecto,4.0,,,0.0,0.00014337824123401982,0
hashtags,hashtag:arquitecturadelcaracter,18.0,,,0.0,0.0015978474948075776,0
hashtags,hashtag:arrestado,16.0,,,0.0,0.00045050941568459984,4
hashtags,hashtag:art,8.0,,,0.001280520520246819,0.0030040115511128164,8
hashtags,hashtag:artedasedu,49.0,,,0.0001788526697441295,0.0039613657179673805,2
