graph_type,node,degree,in_degree,out_degree,betweenness,eigenvector,community
hashtags,hashtag:argentina,79.0,,,0.0020506524800012428,0.054042518653964464,0
hashtags,hashtag:armandosaucedo,8.0,,,0.0,0.001534449397645525,2
hashtags,hashtag:arnaque,7.0,,,0.0,0.0019440625163237855,14
hashtags,hashtag:arnaques,7.0,,,0.00010732374631105822,0.0029463934495712104,0
hashtags,hashtag:arnaquesentimentale,14.0,,,0.0,0.0022140741727816114,14
hashtags,hashtag:arrecife,12.0,,,0.0,0.007695296566168931,1
hashtags,hashtag:arrendamiento,29.0,,,0.0,0.0034580506874963193,9
hashtags,hashtag:art,4.0,,,0.0,9.18918231147677e-06,4
hashtags,hashtag:arteconmensaje,18.0,,,0.0,0.012749320463102369,1
hashtags,hashtag:artedealcantarilla,28.0,,,0.0,0.010623879716255655,8
hashtags,hashtag:arteporlaigualdad,18.0,,,0.0,0.012749320463102369,1
hashtags,hashtag:artequedenuncia,18.0,,,0.0,0.012749320463102369,1
hashtags,hashtag:artificalintelligence,4.0,,,0.0,0.0010807613571980487,42
hashtags,hashtag:artificialintelligence,58.0,,,0.0022940990970670315,0.006880484965117142,2
hashtags,hashtag:artist,10.0,,,0.0,0.002895718811897881,3
hashtags,hashtag:artistasargentinos,25.0,,,0.0,0.02697825811182719,1
hashtags,hashtag:artística,7.0,,,0.0,2.319742001744283e-06,10
hashtags,hashtag:asesor,22.0,,,0.0,0.009172007898312677,3
hashtags,hashtag:asesoramientolegal,22.0,,,0.00014579618835059907,0.026303595620931226,0
hashtags,hashtag:asesorialegal,43.0,,,0.00018799282610697666,0.006665176293748203,3
hashtags,hashtag:asesoríalegal,7.0,,,0.0,0.002981455231235731,3
hashtags,hashtag:asociaci,14.0,,,0.0,0.011974919449923167,19
hashtags,hashtag:asocupa,7.0,,,0.0,0.002110158432500588,36
hashtags,hashtag:assassinscreed,3.0,,,0.0,0.0018312094151675378,53
hashtags,hashtag:assinaturadigital,7.0,,,0.0,0.0012981761522153697,2
hashtags,hashtag:astrologiecommunity,5.0,,,0.0,9.34932302562993e-06,4
hashtags,hashtag:asuncion,3.0,,,0.0,0.003675272146391009,0
hashtags,hashtag:asuntosdocentes,42.0,,,9.101417905211728e-05,0.03691115539575107,1
hashtags,hashtag:atenci,13.0,,,0.0,0.005505213153729324,5
hashtags,hashtag:atencionciberviolenciasmachistas,10.0,,,0.0,0.0067722912401557665,1
hashtags,hashtag:atencionpsicologica,4.0,,,0.0,0.006099384270967983,0
hashtags,hashtag:ateneovillademolina,3.0,,,0.0,0.004520479794931864,1
hashtags,hashtag:atentado,20.0,,,0.0,0.0021636988871066537,13
hashtags,hashtag:atualizacaojuridica,4.0,,,0.0,0.0005619794873284998,2
hashtags,hashtag:aumento,29.0,,,0.0,0.0034580506874963193,9
hashtags,hashtag:aussie,4.0,,,0.0,0.0016186909212701887,5
hashtags,hashtag:australia,2.0,,,0.0,0.005052316531032534,0
hashtags,hashtag:authenticity,6.0,,,6.915653235315474e-07,9.484027709167046e-06,4
hashtags,hashtag:authenticityguaranteed,17.0,,,0.0,1.182208610286849e-05,4
hashtags,hashtag:authenticitymatters,4.0,,,0.0,9.18918231147677e-06,4
hashtags,hashtag:authenticonly,4.0,,,0.0,9.189182311476769e-06,4
hashtags,hashtag:autocensura,10.0,,,0.0,0.009970000607623054,0
hashtags,hashtag:autocuidado,16.0,,,0.0,0.01096937152448873,8
hashtags,hashtag:autoestima,11.0,,,0.0,0.007317942429368082,0
hashtags,hashtag:automacao,9.0,,,0.0,0.0021877396985608656,28
hashtags,hashtag:avanzandoenigualdad,4.0,,,0.0,0.001363967516901696,2
hashtags,hashtag:awarino,11.0,,,0.0,0.001447025112361921,2
hashtags,hashtag:ayudalegalpr,9.0,,,0.0,0.01186372589533353,0
hashtags,hashtag:ayuntamientodealcala,4.0,,,0.0,0.005489933021091257,1
hashtags,hashtag:ayuntamientopuertodelrosario,11.0,,,0.0,0.0063468091763188884,2
hashtags,hashtag:badajoz,28.0,,,0.0,0.01224195895264163,3
hashtags,hashtag:badboy,9.0,,,0.0,1.0774552655793525e-15,22
hashtags,hashtag:bagcollector,17.0,,,0.0,1.182208610286849e-05,4
hashtags,hashtag:baguagrande,2.0,,,0.0,0.002091684189894904,3
hashtags,hashtag:bajacalifornia,8.0,,,9.836349344620484e-06,0.007416713062300004,0
hashtags,hashtag:bajacaliforniaer,5.0,,,0.0,0.006364568974872454,0
hashtags,hashtag:bani,15.0,,,0.0,0.00958831457435093,0
hashtags,hashtag:barbacoapopular,3.0,,,0.0,0.002318790098716445,52
hashtags,hashtag:barbadillo,11.0,,,0.0,0.00216230465219695,3
hashtags,hashtag:barber,9.0,,,0.0,0.001708422045777519,5
hashtags,hashtag:barberdogmovil,28.0,,,0.0,0.0027473949930018012,5
hashtags,hashtag:barberlife,9.0,,,0.0,0.001708422045777519,5
hashtags,hashtag:barbijaputa,7.0,,,0.0,0.0016943977051570806,2
hashtags,hashtag:barcelona,9.0,,,0.0,0.0045411760341134986,1
hashtags,hashtag:bastadeacoso,23.0,,,0.0,0.017150584067641316,1
hashtags,hashtag:bastadeacosodigital,21.0,,,0.0,0.026873183830414798,0
hashtags,hashtag:bastadeviolencia,31.0,,,0.0002211590145655346,0.022612658277513065,1
hashtags,hashtag:bastadeviolenciadeg,4.0,,,0.0,0.0025086547661400957,1
hashtags,hashtag:bastaya,48.0,,,0.000443927719822198,0.03789150624259237,1
hashtags,hashtag:batangkaliselangor,4.0,,,0.0,0.0015657909474011407,5
hashtags,hashtag:bauru,7.0,,,0.0,0.0012981761522153697,2
hashtags,hashtag:bcequipped,4.0,,,0.0,9.214830041456316e-06,4
hashtags,hashtag:beauchef,9.0,,,2.561080581118838e-06,0.0034245093509494133,1
hashtags,hashtag:beele,9.0,,,2.1225106602667698e-06,0.0035358925673086633,31
hashtags,hashtag:belendeescobar,60.0,,,0.0001890034044315658,0.05606740829264267,1
hashtags,hashtag:belleza,18.0,,,0.0,0.0055403656226487305,7
hashtags,hashtag:berazategui,12.0,,,0.0,0.008318198539590971,1
hashtags,hashtag:berazateguicentro,12.0,,,0.0,0.008318198539590971,1
hashtags,hashtag:betelecovigo,4.0,,,0.0,0.0011625291540375534,2
hashtags,hashtag:betssych,14.0,,,6.732833819011562e-05,0.00500739792615808,3
hashtags,hashtag:betssychavez,26.0,,,0.0,0.009018939328769739,3
hashtags,hashtag:bewhoyouare,4.0,,,0.0,9.194149084259978e-06,4
hashtags,hashtag:bienestar,21.0,,,0.00016547072628321903,0.0183245410400167,0
hashtags,hashtag:bienestardigital,7.0,,,0.0,0.006287421136365275,0
hashtags,hashtag:bienestaremocional,37.0,,,0.0006097443081880936,0.029629574835333926,0
hashtags,hashtag:bienestarunalm,5.0,,,0.0,0.0037527306305228806,0
hashtags,hashtag:bigtech,12.0,,,0.0,0.007732123938874323,0
hashtags,hashtag:bigtechs,7.0,,,6.238356593692887e-06,0.0006213674245233281,2
hashtags,hashtag:bilbao,22.0,,,0.0,0.00581095140782303,7
hashtags,hashtag:bitcoinscam,10.0,,,0.0,0.0020391111674255033,21
hashtags,hashtag:bizumnoesinofensivo,8.0,,,0.0,0.005653773722491462,0
hashtags,hashtag:blogcultivandog,4.0,,,0.0,0.005527891528205188,0
hashtags,hashtag:blonde,4.0,,,0.0,9.18918231147677e-06,4
hashtags,hashtag:bodysnatcher,11.0,,,0.0,0.001227955900911416,20
hashtags,hashtag:bolivia,7.0,,,0.0,0.005894231065149672,0
hashtags,hashtag:bomb,6.0,,,0.0,0.002689624400854558,41
hashtags,hashtag:booksandseries,22.0,,,0.0,0.010554781605076806,2
hashtags,hashtag:bookstagramespa,22.0,,,0.0,0.003211844680476742,6
hashtags,hashtag:bordercolliemix,4.0,,,0.0,0.0016186909212701887,5
hashtags,hashtag:bot,3.0,,,0.0,0.00473041859781418,0
hashtags,hashtag:botfarms,4.0,,,0.0,0.0010807613571980487,42
hashtags,hashtag:bouldering,7.0,,,0.0,0.0011392890311321712,33
hashtags,hashtag:bradfordbarber,9.0,,,0.0,0.001708422045777519,5
hashtags,hashtag:brainrot,2.0,,,0.0,0.00034402779026697887,2
hashtags,hashtag:brainwashed,4.0,,,0.0,0.0010807613571980487,42
hashtags,hashtag:brakence,2.0,,,0.0,0.001044973410199668,0
hashtags,hashtag:branding,26.0,,,1.3189371393758031e-07,0.014450399354222944,11
hashtags,hashtag:brechadigital,23.0,,,0.00011334002013812123,0.01715218754614576,0
hashtags,hashtag:bridejapan,6.0,,,3.0736236601402107e-07,9.514816315647556e-06,4
hashtags,hashtag:brigittemacron,9.0,,,1.8556276733041437e-05,0.011156555516928296,0
hashtags,hashtag:brione,7.0,,,0.0,0.0011392890311321712,33
hashtags,hashtag:briserlesilence,4.0,,,0.0,0.0021794080491205937,1
hashtags,hashtag:brotfurdiewelt,9.0,,,0.0,0.010366773064476443,0
hashtags,hashtag:buenosaires,32.0,,,0.00032537188129280276,0.025745501841736677,1
hashtags,hashtag:buenosairesargentina,4.0,,,0.0,0.005257081175777459,1
hashtags,hashtag:buentrato,8.0,,,0.0,0.004575771604647485,11
hashtags,hashtag:buenvivir,10.0,,,0.0,0.0028136241797943207,24
hashtags,hashtag:buffoneyabogados,4.0,,,0.0,0.005030473551008729,0
